caseid,linksrechts_parteien_1,linksrechts_parteien_2,linksrechts_parteien_3,linksrechts_parteien_4,linksrechts_parteien_5,linksrechts_parteien_6,linksrechts_selbst,erststimme_BTW21,zweitstimme_BTW21,coalition_1,coalition_2,coalition_3,coalition_4,coalition_5,coalition_6,coalition_7,coalition_8,coalition_9,klimawandel_parteien_1,klimawandel_parteien_2,klimawandel_parteien_3,klimawandel_parteien_4,klimawandel_parteien_5,klimawandel_parteien_6,klimawandel_parteien_7,klimawandel_selbst,immigration_parteien_1,immigration_parteien_2,immigration_parteien_3,immigration_parteien_4,immigration_parteien_5,immigration_parteien_6,immigration_parteien_7,immigration_selbst,corona_parteien,kandidateneinstufungen_1,kandidateneinstufungen_2,kandidateneinstufungen_3,kandidateneinstufungen_4,kandidateneinstufungen_5,kandidateneinstufungen_6,education_paul_recode,age,WestOst,hinc,Pos. of LINKE in Ranking,Pos. of GRUENE in Ranking,Pos. of SPD in Ranking,Pos. of CDU/CSU in Ranking,Pos. of FDP in Ranking,Pos. of AFD in Ranking
509.0,7,8,5,6,2,1,2,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,SPD,4,3,3,4,1,1,4,3,5,6,7,4,7,1,3,5,2,4,5,3,4,1,3,7,5,2,-4,5,5,-5,5,-4,2,53.0,WEST,8,1,1,1,1,1,1
510.0,5,8,4,5,7,5,5,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,SPD,1,1,1,1,1,1,3,4,3,7,6,2,7,6,4,7,1,5,5,4,6,6,3,7,4,0,-5,2,-2,1,0,-2,3,59.0,WEST,3,3,2,1,4,4,4
518.0,7,6,6,9,6,1,5,DIE KANDIDATIN BZW. DEN KANDIDATEN VON BÜNDNIS 90/DIE GRÜNEN,SPD,2,1,2,2,1,1,2,1,5,6,6,3,7,1,4,7,2,6,6,5,6,5,5,7,2,2,-4,2,2,3,4,-4,6,50.0,WEST,5,3,1,2,3,3,3
530.0,6,7,4,8,5,2,5,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,SPD,5,1,3,1,1,1,2,3,4,5,5,3,7,1,2,6,4,5,5,3,6,2,1,7,4,0,0,1,0,0,977,0,5,36.0,WEST,3,5,3,1,2,4,6
551.0,6,7,9,977,977,1,11,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,SPD,977,977,977,977,977,977,977,977,977,977,977,977,977,977,977,977,977,977,977,977,977,977,977,977,977,977,977,977,977,977,977,977,3,54.0,WEST,4,2,2,1,2,2,2
553.0,977,977,977,977,977,3,6,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,SPD,977,977,977,977,977,977,977,977,977,977,977,977,977,1,977,5,4,977,977,977,977,977,977,7,7,2,-3,1,-2,3,-2,-2,4,49.0,OST,6,2,3,2,1,3,3
559.0,6,6,5,7,5,1,5,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,SPD,2,1,1,1,1,1,1,3,1,4,4,6,4,1,5,7,5,4,4,4,4,4,4,7,7,1,-5,4,-5,4,0,-5,3,56.0,WEST,3,4,3,1,2,4,4
569.0,8,9,4,8,4,2,4,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,SPD,2,1,2,2,1,1,3,3,3,5,6,3,6,1,4,7,3,5,6,4,6,1,3,7,4,0,-4,4,-4,-3,-2,-5,3,62.0,WEST,977,2,2,1,2,2,2
570.0,7,8,3,6,4,1,3,DIE KANDIDATIN BZW. DEN KANDIDATEN VON DIE LINKE,SPD,2,2,3,3,1,1,4,4,5,5,6,3,5,1,3,7,1,5,6,3,4,2,1,7,3,2,0,5,2,-2,4,1,6,73.0,OST,8,2,1,1,4,3,4
572.0,8,9,4,7,5,1,4,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,SPD,3,1,2,2,1,1,3,5,4,5,5,2,6,1,2,7,3,5,5,3,5,2,2,7,3,3,0,3,1,0,1,-3,5,74.0,WEST,4,3,2,1,4,4,4
578.0,1,1,11,11,1,1,7,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,SPD,977,977,977,977,977,977,977,977,3,977,977,977,977,977,977,977,977,977,977,977,977,977,977,977,977,5,-5,-5,-5,5,-5,-5,2,54.0,WEST,2,2,2,1,2,2,1
589.0,6,7,6,6,4,1,5,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,SPD,5,5,4,4,1,1,4,3,4,4,4,4,4,1,2,977,3,5,5,4,5,3,3,7,4,3,4,4,3,4,4,4,2,52.0,OST,8,4,3,2,1,3,4
593.0,8,4,4,6,5,2,4,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,SPD,2,3,1,2,1,1,4,5,5,3,3,4,4,2,3,7,4,4,4,4,4,3,2,7,4,-3,-4,3,-2,5,5,1,4,70.0,OST,3,1,5,2,3,4,6
613.0,977,977,977,977,977,977,3,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,SPD,3,3,3,3,1,1,3,3,4,4,977,4,4,4,977,977,3,1,1,1,1,1,7,7,4,-1,-5,-5,-5,-5,-5,-5,2,55.0,WEST,2,3,2,1,3,3,3
616.0,977,977,4,977,4,977,3,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,SPD,2,2,2,2,1,1,2,2,4,5,977,3,977,2,977,977,3,977,977,5,977,4,977,977,5,3,0,2,0,2,0,2,2,54.0,WEST,1,2,1,1,2,2,2
629.0,5,5,2,5,2,2,2,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,SPD,3,1,977,977,1,1,4,4,4,977,977,977,977,977,977,977,5,977,977,977,977,977,977,977,977,0,-5,5,4,-5,4,-5,5,59.0,OST,3,1,1,1,2,2,2
632.0,6,8,6,7,4,1,6,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,SPD,1,4,2,4,1,1,4,1,3,5,5,4,5,3,2,7,4,4,4,3,3,1,1,7,6,2,-4,3,-3,1,-5,-4,6,57.0,WEST,3,3,3,1,2,3,3
634.0,6,6,4,7,5,2,5,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,SPD,4,2,1,3,1,1,3,4,3,4,4,3,4,2,5,7,4,4,4,3,5,2,4,7,5,0,-4,2,-2,1,0,-1,4,53.0,WEST,7,2,3,1,3,3,3
646.0,5,5,5,5,5,1,5,DIE KANDIDATIN BZW. DEN KANDIDATEN EINER ANDEREN PARTEI,SPD,5,1,1,1,1,1,1,1,1,7,7,7,7,1,7,5,4,6,6,6,6,6,6,5,6,1,-5,1,-5,5,-5,1,3,35.0,OST,6,3,3,1,2,3,3
651.0,8,9,5,7,4,1,5,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,SPD,2,1,2,1,1,1,4,5,5,6,7,3,7,2,3,7,2,6,7,3,6,1,2,7,3,3,-2,3,2,-2,2,-1,5,64.0,WEST,6,3,2,1,3,3,3
652.0,977,977,6,977,977,977,6,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,SPD,4,1,1,2,1,1,2,1,1,977,977,977,977,977,977,977,4,3,977,977,977,977,977,7,5,2,-5,3,0,1,0,0,5,56.0,WEST,11,2,2,1,2,2,2
665.0,10,10,5,8,4,1,5,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,SPD,3,2,3,3,1,1,4,1,4,5,5,4,6,1,3,7,4,5,5,4,5,5,4,7,4,1,-5,3,-3,1,1,-2,2,77.0,WEST,6,4,2,1,3,3,4
699.0,6,6,3,4,1,1,6,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,SPD,4,4,1,1,1,1,1,1,1,5,5,3,3,1,1,977,7,5,5,2,3,1,1,7,6,2,-5,2,-5,3,977,3,2,36.0,WEST,4,4,4,3,1,2,4
700.0,977,977,977,977,977,1,977,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,SPD,2,1,3,2,1,1,2,2,4,5,5,5,977,2,977,977,2,2,2,2,977,977,977,7,5,1,1,5,4,4,5,1,5,54.0,WEST,1,3,1,2,3,3,3
721.0,7,7,3,7,4,1,4,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,SPD,2,2,2,2,2,1,3,5,5,5,5,3,4,2,2,5,3,5,5,4,5,3,3,7,4,1,-3,3,2,0,2,-1,5,67.0,OST,9,3,2,1,4,4,4
725.0,4,4,3,4,4,4,4,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,SPD,5,1,1,1,1,1,3,1,3,4,3,4,4,4,4,977,4,977,977,977,977,977,977,7,4,2,-5,3,-3,5,0,1,3,42.0,WEST,8,5,4,1,2,3,5
728.0,977,977,10,7,977,977,9,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,SPD,4,1,1,1,1,1,5,5,4,4,1,2,3,1,5,977,3,5,5,1,4,4,4,7,6,4,-5,5,1,-2,-3,1,2,67.0,WEST,3,2,3,1,3,3,3
737.0,6,7,4,7,2,1,6,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,SPD,4,5,1,1,1,1,1,1,1,4,4,2,4,1,1,7,5,6,7,1,6,1,1,7,7,2,1,3,-5,5,-4,4,4,56.0,WEST,2,2,2,1,1,1,2
740.0,6,8,4,6,5,3,4,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,SPD,1,3,3,2,1,1,3,4,4,4,5,3,6,2,4,5,3,4,5,4,4,2,4,6,5,1,-3,3,-1,2,1,2,2,63.0,WEST,5,4,5,1,3,2,5
744.0,7,8,5,7,4,2,5,DIE KANDIDATIN BZW. DEN KANDIDATEN VON BÜNDNIS 90/DIE GRÜNEN,SPD,1,1,3,3,1,1,4,4,4,4,6,2,5,1,1,7,3,4,5,3,5,2,1,7,4,-5,-5,1,1,-5,1,0,3,30.0,WEST,2,2,1,1,4,3,5
773.0,8,9,4,10,4,1,5,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,SPD,5,2,3,3,1,1,2,2,4,5,5,3,6,3,977,7,3,5,5,3,6,4,977,7,2,1,-4,4,-3,0,-3,-3,2,83.0,WEST,5,3,2,1,1,3,3
784.0,7,6,4,7,4,1,4,DIE KANDIDATIN BZW. DEN KANDIDATEN VON BÜNDNIS 90/DIE GRÜNEN,SPD,2,1,1,1,1,1,1,5,4,4,977,4,977,2,4,5,2,4,977,4,5,3,1,7,3,1,0,0,1,0,977,-1,2,51.0,WEST,4,3,2,1,4,4,4
789.0,6,8,4,6,3,1,8,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,SPD,1,3,3,1,5,1,1,1,1,7,7,5,4,1,977,7,4,3,5,4,4,1,2,7,7,-5,-2,1,-5,3,977,1,5,35.0,WEST,9,4,4,2,2,3,1
791.0,6,8,6,5,6,3,5,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,SPD,2,4,3,3,1,1,3,2,4,4,6,3,5,1,4,7,3,3,3,3,3,3,3,7,2,-1,-3,2,2,-1,2,0,6,39.0,WEST,7,5,2,1,3,4,6
800.0,7,8,4,6,4,1,6,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,SPD,2,2,3,3,1,1,4,1,5,6,6,3,5,1,2,7,4,5,6,3,3,2,2,7,7,4,-5,1,0,-3,2,-1,6,38.0,WEST,10,5,2,1,4,3,6
801.0,6,6,4,6,3,1,7,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,SPD,3,3,1,1,2,2,1,1,1,3,3,3,5,1,977,977,4,977,977,977,977,977,1,7,5,-1,-2,3,-1,3,2,2,3,41.0,OST,9,3,3,1,2,1,3
810.0,6,7,6,5,4,1,6,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,SPD,5,5,4,5,1,1,2,1,2,4,4,3,4,1,5,2,7,4,4,4,4,6,5,5,6,-2,-2,2,-1,5,-1,3,3,76.0,WEST,7,4,4,3,1,2,4
812.0,5,5,5,7,6,1,5,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,SPD,4,2,3,2,1,1,1,2,3,4,4,4,4,2,4,5,4,4,4,4,7,4,7,7,4,4,-3,4,3,0,2,-3,3,52.0,WEST,4,4,2,1,3,4,4
816.0,977,977,977,977,977,977,977,DIE KANDIDATIN BZW. DEN KANDIDATEN EINER ANDEREN PARTEI,SPD,977,977,977,977,977,977,977,977,977,977,977,977,977,977,977,977,3,977,977,977,977,977,977,977,6,-1,977,977,977,977,977,977,3,38.0,WEST,8,3,4,2,1,3,4
818.0,5,6,4,4,4,1,6,DIE KANDIDATIN BZW. DEN KANDIDATEN EINER ANDEREN PARTEI,SPD,5,1,1,1,5,4,1,1,1,4,4,2,2,1,1,7,4,977,5,977,3,2,1,7,7,0,-5,1,-5,5,-2,-4,6,30.0,WEST,5,5,5,2,1,3,4
822.0,6,6,4,6,5,2,4,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,SPD,4,4,4,4,1,1,5,3,5,5,5,3,6,1,977,977,3,6,6,3,5,4,3,7,3,4,-4,5,3,2,3,-1,4,73.0,WEST,2,5,2,1,4,3,5
826.0,8,8,5,7,6,1,5,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,SPD,1,1,1,1,1,1,1,4,5,7,7,4,7,4,4,7,1,7,7,3,4,1,1,7,7,-4,-5,5,0,-5,0,-5,2,46.0,WEST,4,3,2,1,4,4,4
829.0,9,9,4,8,5,1,4,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,SPD,1,2,2,2,1,1,4,3,5,6,6,3,7,3,2,7,3,6,6,3,6,3,2,7,3,2,-2,5,5,-4,5,-3,2,77.0,WEST,977,3,2,1,4,4,4
830.0,6,6,5,7,3,1,4,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,SPD,4,1,3,1,1,1,3,4,5,7,7,3,7,1,977,977,4,5,5,2,5,2,3,7,4,5,-4,5,3,-5,3,-4,6,38.0,WEST,9,3,2,1,3,3,3
834.0,7,6,5,5,4,3,5,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,SPD,1,1,1,1,1,1,3,3,4,5,5,4,6,2,977,977,3,7,7,4,4,1,4,7,7,5,0,5,2,5,3,0,2,65.0,WEST,3,3,2,1,4,5,6
835.0,6,6,6,6,6,6,5,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,SPD,3,977,3,977,1,1,4,977,4,2,2,2,2,1,5,6,4,2,2,3,4,3,5,7,4,0,-4,5,-5,3,1,1,4,66.0,WEST,3,4,3,1,4,2,4
836.0,1,1,11,11,6,6,11,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,SPD,4,1,1,1,1,1,1,1,1,7,7,7,7,1,7,7,7,4,4,4,4,1,4,7,7,-5,-5,5,-5,0,-5,5,2,72.0,WEST,977,3,3,1,3,2,3
841.0,8,9,4,6,4,1,5,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,SPD,1,1,1,1,1,1,4,2,5,6,6,3,5,1,2,7,2,6,6,3,4,2,2,7,4,-3,-5,5,4,-4,4,3,5,59.0,WEST,11,4,2,1,4,3,4
842.0,6,6,6,6,6,1,6,DIE KANDIDATIN BZW. DEN KANDIDATEN VON BÜNDNIS 90/DIE GRÜNEN,SPD,1,1,1,1,1,1,3,4,5,6,6,2,7,1,3,7,1,4,4,3,4,2,3,7,3,-2,-3,4,2,-1,2,-3,3,74.0,WEST,5,2,1,1,2,2,2
848.0,6,6,6,6,6,1,6,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,SPD,5,1,1,1,1,1,5,5,5,7,7,1,1,1,7,7,1,7,7,1,1,1,7,7,1,5,-5,5,5,-5,5,5,3,46.0,WEST,6,4,2,1,4,3,4
853.0,8,9,5,6,6,3,977,DIE KANDIDATIN BZW. DEN KANDIDATEN VON DIE LINKE,SPD,2,1,1,1,1,1,3,3,2,977,977,977,977,977,977,977,4,4,3,4,4,5,3,6,7,-3,-4,1,-4,2,0,-2,5,62.0,WEST,6,1,2,1,2,2,2
859.0,5,5,5,5,5,1,5,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,SPD,3,1,2,1,1,1,4,1,4,7,977,5,4,2,977,977,2,977,977,977,977,977,977,977,7,3,-5,5,-5,3,-5,1,3,52.0,WEST,3,2,2,1,2,2,2
866.0,6,6,4,6,4,4,5,DIE KANDIDATIN BZW. DEN KANDIDATEN VON DIE LINKE,SPD,1,1,3,3,1,1,5,4,5,4,4,4,4,1,3,7,4,4,4,4,4,4,4,7,5,-4,-5,4,2,2,3,2,2,62.0,WEST,6,5,2,1,4,3,6
871.0,7,8,5,7,5,1,6,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,SPD,4,2,3,2,2,2,4,3,4,5,5,4,5,2,3,6,4,5,5,3,4,3,2,5,4,2,-1,4,-1,-1,-1,-2,5,44.0,WEST,3,5,2,1,3,3,4
872.0,10,11,3,6,5,1,2,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,SPD,1,2,4,2,1,1,4,5,5,5,5,3,6,2,2,7,4,6,6,3,5,2,3,7,4,0,-5,5,4,-1,4,4,5,64.0,WEST,10,2,3,1,5,4,6
880.0,977,977,977,977,977,977,977,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,SPD,4,2,2,2,1,1,4,4,3,977,5,5,977,5,4,977,2,5,6,5,5,977,4,7,4,2,-2,5,0,3,1,2,2,74.0,WEST,3,2,5,1,4,3,5
885.0,10,6,6,6,6,1,6,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,SPD,3,1,1,1,1,1,5,3,2,977,977,4,977,4,977,977,4,977,977,977,977,977,977,977,7,3,-5,5,-5,4,-5,-5,3,40.0,OST,5,2,2,1,2,2,2
887.0,6,7,5,6,5,3,5,DIE KANDIDATIN BZW. DEN KANDIDATEN VON BÜNDNIS 90/DIE GRÜNEN,SPD,3,1,4,2,1,1,2,4,4,6,6,4,5,3,4,977,2,5,4,4,5,3,977,7,2,-4,-1,1,0,0,1,-2,6,67.0,WEST,977,3,1,2,3,4,4
893.0,7,8,3,6,3,2,3,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,SPD,1,1,1,1,1,1,3,4,4,5,5,3,4,3,3,7,1,5,5,3,4,3,1,7,4,-2,-2,3,0,-2,2,0,5,67.0,WEST,6,3,2,1,5,4,6
901.0,977,977,977,977,977,1,5,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,SPD,3,1,1,1,1,1,3,4,5,977,977,977,977,977,977,977,977,977,977,977,977,977,977,977,4,-1,-5,3,0,-3,0,-4,6,35.0,WEST,4,3,2,1,3,3,3
904.0,8,7,3,6,3,1,3,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,SPD,2,2,3,2,1,1,4,4,4,5,5,4,6,2,4,7,4,5,5,3,5,2,1,7,4,1,-5,5,3,1,3,-2,6,67.0,OST,7,2,2,1,4,3,4
912.0,977,977,977,977,977,977,6,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,SPD,1,1,1,1,1,1,5,5,5,977,7,4,7,1,977,977,7,977,977,977,977,977,7,7,7,-3,-5,5,0,5,5,5,2,69.0,WEST,4,4,2,1,4,3,4
915.0,1,1,11,1,1,1,11,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,SPD,1,1,1,1,1,1,5,1,5,977,977,1,977,977,977,977,1,7,7,1,7,7,7,7,7,-5,-5,5,-5,-5,-5,-5,2,68.0,WEST,4,2,2,1,2,2,2
922.0,5,5,7,5,5,5,8,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,SPD,4,3,3,4,1,1,4,3,3,5,5,6,5,4,4,1,4,6,4,6,5,3,2,1,1,0,-5,3,0,5,0,0,2,64.0,OST,4,1,1,1,1,1,1
925.0,9,9,6,9,6,1,6,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,SPD,3,1,2,2,1,1,4,5,4,4,4,3,5,1,3,7,6,4,4,3,4,3,2,7,4,3,-4,4,-4,0,0,-1,5,74.0,WEST,4,2,3,1,4,4,4
932.0,6,6,6,6,6,3,6,DIE KANDIDATIN BZW. DEN KANDIDATEN VON BÜNDNIS 90/DIE GRÜNEN,SPD,2,3,2,2,1,1,4,4,5,5,5,3,4,1,3,4,2,5,5,3,5,2,3,7,4,3,0,5,5,2,5,1,2,61.0,WEST,977,4,1,2,5,3,6
934.0,11,7,3,9,6,2,2,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,SPD,1,1,1,1,1,1,1,4,5,7,7,3,5,1,3,977,2,6,6,4,6,3,6,7,5,4,0,5,2,1,3,0,2,78.0,WEST,7,3,2,1,4,4,4
937.0,8,8,3,7,3,2,3,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,SPD,2,1,3,1,1,1,4,5,5,6,6,2,4,2,2,7,1,4,4,2,4,2,2,7,2,3,1,5,5,0,5,-3,6,69.0,WEST,977,3,2,1,4,4,4
945.0,5,8,5,5,977,8,6,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,SPD,4,1,3,1,1,1,1,4,1,7,4,6,5,1,6,4,7,3,7,1,5,1,6,7,7,2,1,4,-3,3,-3,0,2,72.0,WEST,3,3,4,1,2,4,4
975.0,7,8,3,5,5,1,4,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,SPD,4,2,3,2,1,1,5,2,4,3,4,2,3,1,3,7,3,3,4,3,4,2,2,7,5,3,-5,5,-2,2,1,-1,4,64.0,WEST,7,2,3,1,4,3,5
979.0,5,5,2,7,3,1,2,DIE KANDIDATIN BZW. DEN KANDIDATEN VON DIE LINKE,SPD,5,1,2,1,1,1,1,3,3,5,5,2,6,1,1,7,3,5,5,2,6,1,1,7,6,4,-3,5,-5,2,2,-4,4,76.0,OST,977,2,3,1,4,4,4
990.0,5,5,4,5,3,2,4,DIE KANDIDATIN BZW. DEN KANDIDATEN VON BÜNDNIS 90/DIE GRÜNEN,SPD,4,2,4,3,1,1,3,4,5,5,5,4,5,2,4,6,4,5,5,3,5,2,3,7,4,2,0,3,3,1,3,0,2,64.0,WEST,6,3,1,2,4,5,6
1006.0,5,5,5,5,5,8,5,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,SPD,2,3,3,2,1,1,4,1,5,7,7,7,1,1,7,977,7,4,4,4,4,4,7,7,4,2,-5,5,0,0,5,3,2,64.0,WEST,7,5,2,1,4,3,5
1007.0,6,6,3,977,7,4,3, WEISS NICHT,SPD,4,4,4,3,1,1,4,4,4,5,977,977,977,2,977,6,3,3,977,3,977,4,977,7,4,1,-4,977,3,3,977,1,5,26.0,WEST,977,4,2,1,5,3,6
1012.0,8,9,2,8,6,2,1,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,SPD,1,1,1,1,1,1,4,4,5,5,5,2,6,1,3,7,5,6,7,2,6,2,4,7,2,0,-4,5,4,-5,4,-4,2,67.0,WEST,2,3,2,1,3,3,3
1018.0,977,977,977,977,977,1,6,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,SPD,3,1,1,1,1,1,3,3,3,977,977,3,4,1,4,977,7,4,4,3,3,1,1,7,3,0,-3,5,0,0,0,0,2,62.0,WEST,977,4,3,1,4,2,5
1020.0,5,5,5,5,5,1,5,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,SPD,3,1,1,1,1,1,5,1,4,5,5,4,6,1,977,977,2,3,3,2,2,3,2,7,3,-5,-5,5,-5,1,0,0,2,59.0,WEST,8,4,3,1,4,2,4
1078.0,8,7,4,5,3,1,5,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,SPD,5,1,3,1,1,1,1,1,5,6,6,3,5,1,977,977,3,6,6,3,4,2,1,7,5,2,-5,3,1,3,2,-3,6,30.0,WEST,10,5,1,2,3,4,5
1079.0,7,7,4,7,4,3,4,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,SPD,4,1,3,2,1,1,2,2,3,5,5,3,6,2,2,7,3,5,5,4,5,3,2,7,4,2,-4,4,-2,-3,2,-4,4,67.0,OST,4,3,2,1,3,3,3
1081.0,7,7,6,6,6,3,5,DIE KANDIDATIN BZW. DEN KANDIDATEN VON DIE LINKE,SPD,2,1,2,1,1,1,2,3,3,7,7,6,7,1,4,7,3,5,5,3,5,3,4,7,2,0,-2,2,1,2,1,-1,6,34.0,OST,9,2,2,1,3,4,5
1083.0,8,8,3,7,4,1,5,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,SPD,3,1,2,2,1,1,4,5,5,5,5,3,4,1,4,5,3,6,6,3,4,2,2,7,5,4,-5,5,4,2,5,2,4,59.0,OST,7,3,2,1,5,4,5
1085.0,8,8,4,4,6,1,5,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,SPD,2,2,2,2,1,1,4,1,5,4,5,2,3,1,4,6,1,5,5,5,5,4,2,7,2,3,-3,4,3,3,5,1,3,65.0,WEST,5,4,1,2,4,3,4
1086.0,9,11,3,8,3,2,4,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,SPD,1,2,2,4,1,1,5,2,3,5,5,4,4,4,3,2,2,7,7,3,3,2,2,7,3,-4,-5,2,-5,-5,1,-3,3,75.0,WEST,977,3,2,1,4,2,4
1090.0,7,8,4,6,4,1,4,DIE KANDIDATIN BZW. DEN KANDIDATEN VON BÜNDNIS 90/DIE GRÜNEN,SPD,2,1,2,2,1,1,4,3,5,5,6,4,7,2,2,7,3,4,6,3,6,1,1,7,1,0,-5,4,3,-1,5,-2,6,63.0,WEST,7,2,1,1,2,2,2
1094.0,8,10,4,9,6,1,4,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,SPD,1,1,1,1,1,1,1,4,4,7,7,2,7,1,1,7,3,7,7,2,7,1,1,7,2,2,-5,4,0,-5,-2,-5,2,68.0,WEST,8,2,2,1,3,3,3
1098.0,6,7,5,7,5,2,3,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,SPD,4,2,1,1,1,2,2,3,1,5,5,4,5,3,4,5,3,4,4,4,4,1,4,7,5,-3,-4,2,0,-2,0,-2,3,61.0,WEST,977,1,2,1,2,2,2
1111.0,8,8,4,8,4,1,6,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,SPD,4,3,5,4,1,1,4,3,5,5,5,4,6,1,2,7,3,5,6,3,6,2,2,7,3,3,-2,4,1,3,4,-2,6,37.0,WEST,4,4,1,3,2,4,4
1120.0,6,6,6,6,5,3,6,DIE KANDIDATIN BZW. DEN KANDIDATEN VON BÜNDNIS 90/DIE GRÜNEN,SPD,2,1,1,1,1,1,1,4,5,6,6,4,7,3,4,7,2,5,6,4,5,2,977,7,4,2,-5,3,3,-5,2,-5,2,39.0,OST,4,3,1,2,4,4,4
1131.0,9,977,977,977,977,2,6,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,SPD,1,1,1,1,1,1,5,3,4,7,7,4,4,1,4,7,4,2,2,2,2,2,2,7,6,0,0,3,-3,-4,3,1,4,49.0,WEST,11,3,5,1,4,2,6
1138.0,6,6,3,2,4,1,5,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,SPD,1,2,1,2,1,1,5,2,4,5,4,5,7,1,6,7,1,4,4,3,5,2,3,7,4,2,-1,5,4,3,3,0,3,32.0,WEST,4,4,3,1,2,4,5
1154.0,6,7,4,6,3,1,7,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,SPD,2,2,2,2,1,1,5,2,4,4,4,5,5,1,5,7,4,5,6,3,3,1,2,7,5,2,-3,1,0,0,3,1,3,44.0,WEST,6,5,4,1,3,2,6
